id,abime,cannabidiol,cannabigerol,cannabinol,cbd,cbn,couleur,couleur_exterieur,couleur_exterieur_1,couleur_interieur,delta9_tetrahydrocannabinol,description_de_l_objet,epaisseur,etiquette,forme,hauteur,largeur,logo,longueur,masse,nom_de_logo,numero_echantillon,ovule,presentation,secabilite_recto,secabilite_verso,taux_cbd,taux_cbn,type_drogue,visqueux
11802,,,,,1,1,,,,,42,,,,,,,Non,,,,22_100145,,Morceaux,,,1.2,0.8,Cannabis,
11803,,,,,1,1,,,,,30.7,,,,,,,Non,,,,1,,Morceaux,,,1.6,1.4,Cannabis,
11804,,,,,1,1,,,,,30.7,,,,,,,Non,,,,2,,Morceaux,,,1.6,1.4,Cannabis,
11807,,,,,1,1,,,,,32.7,,,,,,,Non,,,,1,,Morceaux,,,1.4,1.8,Cannabis,
11808,,,,,1,1,,,,,32,,,Oui,,,,Oui,,,sachet coloré,2,,Morceaux,,,1.2,2.4,Cannabis,
11864,,,,,1,1,,,,,0.9,,,,,,,Non,,,,02/STUP,,Sommités,,,5.5,0.2,Cannabis,
11865,,,,,1,1,,,,,0.9,,,,,,,Non,,,,05/STUP,,Sommités,,,5.5,0.2,Cannabis,
11866,,,,,1,1,,,,,0.1,,,,,,,Non,,,,06/STUP,,Sommités,,,3.1,0,Cannabis,
11867,,,,,1,1,,,,,0.1,,,,,,,Non,,,,11/STUP,,Sommités,,,3.1,0,Cannabis,
11868,,,,,1,1,,,,,0.1,,,,,,,Non,,,,14/STUP,,Sommités,,,3.1,0,Cannabis,
11869,,,,,1,1,,,,,0.1,,,,,,,Non,,,,16/STUP,,Sommités,,,3.1,0,Cannabis,
11870,,,,,1,1,,,,,0.1,,,,,,,Non,,,,19/STUP,,Sommités,,,3.1,0,Cannabis,
11871,,,,,1,1,,,,,0.2,,,,,,,Non,,,,08/STUP,,Sommités,,,0.1,0,Cannabis,
11872,,,,,1,1,,,,,38,,,,,,,Non,,,,1,,Morceaux,,,0,0,Cannabis,
11873,,,,,,,,,,,11.8,,,,,,,Non,,,,2,,Sommités,,,,,Cannabis,
11874,,,,,1,1,,,,,18,,,Oui,,,,Oui,,,Feuille de cannabis,1-1-1,,Morceaux,,,2,3,Cannabis,
11875,,,,,1,1,,,,,18,,,Oui,,,,Oui,,,Feuille de cannabis,1-1-2,,Morceaux,,,2,3,Cannabis,
11876,,,,,1,1,,,,,18,,,Oui,,,,Oui,,,Feuille de cannabis,1-1-3,,Morceaux,,,2,3,Cannabis,
11877,,,,,1,1,,,,,17,,,Oui,,,,Oui,,,"THC, molécule",1-2-1,,Morceaux,,,2,3,Cannabis,
11878,,,,,1,1,,,,,17,,,Oui,,,,Oui,,,"THC, molécule",1-2-2,,Morceaux,,,2,3,Cannabis,
11879,,,,,1,1,,,,,17,,,Oui,,,,Oui,,,"THC, molécule",1-2-3,,Morceaux,,,2,3,Cannabis,
11880,,,,,1,1,,,,,30,,,,,,,Non,,,,1-3-1,,Morceaux,,,1,0,Cannabis,
11881,,,,,1,1,,,,,30,,,,,,,Non,,,,1-3-2,,Morceaux,,,1,0,Cannabis,
11882,,,,,1,1,,,,,30,,,,,,,Non,,,,1-3-3,,Morceaux,,,1,0,Cannabis,
11883,,,,,1,1,,,,,31,,,,,,,Non,,,,1-4-1,,Morceaux,,,1,2,Cannabis,
11884,,,,,1,1,,,,,31,,,,,,,Non,,,,1-4-2,,Morceaux,,,1,2,Cannabis,
11885,,,,,1,1,,,,,8,,,,,,,Non,,,,1-5,,Morceaux,,,1,2,Cannabis,
11886,,,,,1,1,,,,,5,,,,,,,Non,,,,1-6-1,,Morceaux,,,1,7,Cannabis,
11898,,,,,1,1,,,,,0.2,,,,,,,Non,,,,20/STUP,,Débris végétaux,,,3.9,0,Cannabis,
11899,,,,,1,,,,,,0,,,,,,,Non,,,,22/STUP,,Débris végétaux,,,0.1,,Cannabis,
11900,,,,,1,1,,,,,0.3,,,,,,,Non,,,,25/STUP,,Débris végétaux,,,6.9,0.1,Cannabis,
11901,,,,,1,1,,,,,0.2,,,,,,,Non,,,,26/STUP,,Sommités,,,0,0,Cannabis,
11902,,,,,1,1,,,,,0.2,,,,,,,Non,,,,28/STUP,,Sommités,,,7.9,0,Cannabis,
11903,,,,,1,1,,,,,0,,,,,,,Non,,,,30/STUP,,Sommités,,,2.1,0,Cannabis,
11904,,,,,1,1,,,,,0,,,,,,,Non,,,,32/STUP,,Morceaux,,,25.8,0.1,Cannabis,
11905,,,,,1,1,,,,,0,,,,,,,Non,,,,42/STUP,,Morceaux,,,25.8,0.1,Cannabis,
11906,,,,,1,1,,,,,0,,,,,,,Non,,,,37/STUP,,Morceaux,,,2.2,0,Cannabis,
11907,,,,,1,1,,,,,0.2,,,,,,,Non,,,,38/STUP,,Morceaux,,,19.4,0,Cannabis,
11908,,,,,1,,,,,,0,,,,,,,Non,,,,40/STUP,,Morceaux,,,52.9,,Cannabis,
11909,,,,,1,1,,,,,0,,,,,,,Non,,,,44/STUP,,Morceaux,,,35.4,0,Cannabis,
11910,,,,,1,1,,,,,0.2,,,,,,,Non,,,,13/STUP,,Sommités,,,0.1,0,Cannabis,
11911,,,,,1,1,,,,,0.2,,,,,,,Non,,,,34/STUP,,Sommités,,,0.1,0,Cannabis,
11912,,,,,1,1,,,,,34,,,,,,,Non,,,,1,,Morceaux,,,0,0,Cannabis,
11913,,,,,,,,,,,14,,,,,,,Non,,,,2,,Sommités,,,,,Cannabis,
11914,,,,,1,1,,,,,18,,,,,,,Non,,,,7,,Morceaux,,,1,4,Cannabis,
11918,,,,,1,1,,,,,32,,16.3,Oui,,,54.5,Oui,107.5,90.25,SUPER LEMON HAZE,22_100175,,Plaquette,,,2.4,4.2,Cannabis,
11919,,,,,1,1,,,,,32,,16.3,Oui,,,54.5,Oui,107.5,90.25,SUPER LEMON HAZE,22_100176,,Plaquette,,,2.4,4.2,Cannabis,
11920,,,,,1,1,,,,,32,,16.3,Oui,,,54.5,Oui,107.5,90.25,SUPER LEMON HAZE,22_100177,,Plaquette,,,2.4,4.2,Cannabis,
11921,,,,,1,1,,,,,32,,16.3,Oui,,,54.5,Oui,107.5,90.25,SUPER LEMON HAZE,22_100178,,Plaquette,,,2.4,4.2,Cannabis,
11922,,,,,1,1,,,,,32,,16.3,Oui,,,54.5,Oui,107.5,90.25,SUPER LEMON HAZE,22_100179,,Plaquette,,,2.4,4.2,Cannabis,
11923,,,,,1,1,,,,,32,,16.3,Oui,,,54.5,Oui,107.5,90.25,SUPER LEMON HAZE,22_100180,,Plaquette,,,2.4,4.2,Cannabis,
11924,,,,,1,1,,,,,39,,,Oui,,,,Oui,,,SUPER LEMON HAZE,22_100181,,Plaquette,,,2.4,1.2,Cannabis,
11929,,,,,,1,,,,,11.5,,,,,,,Non,,,,STU,,Sommités,,,,0,Cannabis,
11931,,,,,1,1,,,,,13.1,,,,,,,Non,,,,1,,Sommités,,,0,0,Cannabis,
11934,,,,,1,1,,,,,32.5,,22,Oui,,,58,Oui,110,91.4,FENDI alien joint feuille cannabis,1,,Plaquette,,,1.6,1.2,Cannabis,
11953,,,,,1,1,,,,,31,,26,Oui,,,51,Oui,95,98,NAN,22_100121,,Plaquette,,,1.5,1.6,Cannabis,
11954,,,,,1,1,,,,,31,,,,,,,Non,,,,22_100122,,Morceaux,,,1.5,1.9,Cannabis,
11955,,,,,1,1,,,,,28,,20,Oui,,,55,Oui,96,92,GORILLA COOKIES,22_100123,,Plaquette,,,1.2,2.1,Cannabis,
11956,,,,,1,1,,,,,28,,,,,,,Non,,,,22_100127,,Morceaux,,,1.2,2.3,Cannabis,
11957,,,,,1,1,,,,,37,,,,,,,Non,,,,22_100124,,Morceaux,,,0.6,2.7,Cannabis,
11958,,,,,1,1,,,,,32,,,,,,,Non,,,,22_100125,,Morceaux,,,1.6,1.2,Cannabis,
11959,,,,,1,1,,,,,34,,,,,,,Non,,,,22_100126,,Morceaux,,,0.9,0.9,Cannabis,
11960,,,,,1,1,,,,,34,,26,Oui,,,53,Oui,101,96,TROK,22_100128,,Plaquette,,,0.9,0.9,Cannabis,
11961,,,,,1,1,,,,,34,,26,Oui,,,53,Oui,101,96,TROK,22_100129,,Plaquette,,,0.9,0.9,Cannabis,
11962,,,,,1,1,,,,,37,,22,Oui,,,55,Oui,90,96,tete luigi joint H,22_100130,,Plaquette,,,0.7,1.5,Cannabis,
11997,,,,,1,1,,,,,5,,,,,,,Non,,,,1-6-2,,Morceaux,,,1,7,Cannabis,
11998,,,,,1,1,,,,,30,,,Oui,,,,Oui,,,"THC, molécule",1-2-1,,Morceaux,,,1,1,Cannabis,
12000,,,,,1,1,,,,,30.7,,30,Oui,,,52,Oui,89,96.6,HEROSHIMA,OV1,,Plaquette,,,1.4,1.6,Cannabis,
12001,,,,,1,1,,,,,30.7,,30,Oui,,,52,Oui,89,96.6,HEROSHIMA,OV2,,Plaquette,,,1.4,1.6,Cannabis,
12002,,,,,1,1,,,,,30.7,,30,Oui,,,52,Oui,89,96.6,HEROSHIMA,OV3,,Plaquette,,,1.4,1.6,Cannabis,
12003,,,,,1,1,,,,,30.7,,30,Oui,,,52,Oui,89,96.6,HEROSHIMA,OV4,,Plaquette,,,1.4,1.6,Cannabis,
12004,,,,,1,1,,,,,30.7,,30,Oui,,,52,Oui,89,96.6,HEROSHIMA,OV5,,Plaquette,,,1.4,1.6,Cannabis,
12005,,,,,1,1,,,,,30.7,,30,Oui,,,52,Oui,89,96.6,HEROSHIMA,OV6,,Plaquette,,,1.4,1.6,Cannabis,
12006,,,,,1,1,,,,,31.6,,23,Oui,,,56,Oui,108,98,2022  sommités médaille 1,RV1,,Plaquette,,,1.7,1.3,Cannabis,
12007,,,,,1,1,,,,,31.6,,23,Oui,,,56,Oui,108,98,2022  sommités médaille 1,RV2,,Plaquette,,,1.7,1.3,Cannabis,
12008,,,,,1,1,,,,,31.6,,23,Oui,,,56,Oui,108,98,2022  sommités médaille 1,RV3,,Plaquette,,,1.7,1.3,Cannabis,
12009,,,,,1,1,,,,,33.3,,23,Oui,,,59,Oui,111,97.2,MEDALLION WELLNESS,RVR1,,Plaquette,,,1.5,1.2,Cannabis,
12010,,,,,1,1,,,,,31.6,,23,Oui,,,56,Oui,108,98,2022  sommités médaille 1,RP1,,Plaquette,,,1.7,1.3,Cannabis,
12011,,,,,1,1,,,,,31.6,,23,Oui,,,56,Oui,108,98,2022  sommités médaille 1,RP2,,Plaquette,,,1.7,1.3,Cannabis,
12012,,,,,1,1,,,,,29.9,,,,,,,Non,,,,HDC,,Morceaux,,,2,1.5,Cannabis,
12025,,,,,,,,,,,19.3,,,,,,,Non,,,,5,,Sommités,,,,,Cannabis,
12026,,,,,,,,,,,12.4,,,,,,,Non,,,,13,,Sommités,,,,,Cannabis,
12027,,,,,,,Jaune,,,,74.7,,,,,,,Non,,,,15,0,,,,,,Cannabis,
12029,,,,,1,1,,,,,26.1,,,,,,,Non,,,,1,,Morceaux,,,7.5,1.2,Cannabis,
12030,,,,,1,1,,,,,40,,,,,,,Non,,,,2,,Morceaux,,,1.2,0,Cannabis,
12033,,,,,,,,,,,11.8,,,,,,,Non,,,,5,,Sommités,,,,,Cannabis,
12039,,,,,1,1,,,,,21,,,,,,,Non,,,,22_100020,,Morceaux,,,1,2.7,Cannabis,
12040,,,,,1,1,,,,,26,,26.1,Oui,,,53.7,Oui,105.6,92.2,LN,22_100021,,Plaquette,,,0.4,2.2,Cannabis,
12041,,,,,1,1,,,,,26,,26.1,Oui,,,53.7,Oui,105.6,92.2,LN,22_100022,,Plaquette,,,0.4,2.2,Cannabis,
12042,,,,,1,1,,,,,26,,26.1,Oui,,,53.7,Oui,105.6,92.2,LN,22_100033,,Plaquette,,,0.4,2.2,Cannabis,
12043,,,,,1,1,,,,,36,,,,,,,Non,,,,22_100031,,Morceaux,,,0.9,1.7,Cannabis,
12044,,,,,1,1,,,,,36,,,,,,,Non,,,,22_100032,,Morceaux,,,0.9,1.7,Cannabis,
12045,,,,,1,1,,,,,36,,20.1,Oui,,,48.6,Oui,101.2,81.6,ROYAL cheese,22_100034,,Plaquette,,,1.1,1.8,Cannabis,
12046,,,,,1,1,,,,,36,,20.1,Oui,,,48.6,Oui,101.2,81.6,ROYAL cheese,22_100035,,Plaquette,,,1.1,1.8,Cannabis,
12047,,,,,1,1,,,,,36,,20.1,Oui,,,48.6,Oui,101.2,81.6,ROYAL cheese,22_100037,,Plaquette,,,1.1,1.8,Cannabis,
12048,,,,,1,1,,,,,24,,,,,,,Non,,,,22_100038,,Morceaux,,,2.6,2,Cannabis,
12049,,,,,1,1,,,,,24,,,,,,,Non,,,,22_100039,,Morceaux,,,2.6,2,Cannabis,
12050,,,,,1,1,,,,,30,,,Oui,,,,Oui,,,heisenberg,22_100040,,Morceaux,,,1.1,3.2,Cannabis,
12051,,,,,1,1,,,,,37,,,,,,,Non,,,,22_100044,,Morceaux,,,0.9,1.4,Cannabis,
12052,,,,,1,1,,,,,37,,,,,,,Non,,,,22_100045,,Morceaux,,,0.9,1.4,Cannabis,
12053,,,,,1,1,,,,,37,,,,,,,Non,,,,22_100046,,Morceaux,,,0.9,1.4,Cannabis,
12054,,,,,,,,,,,15,,,,,,,Non,,,,22_100043,,Débris végétaux,,,,,Cannabis,
12055,,,,,,,,,,,16,,,,,,,Non,,,,22_100041,,Sommités,,,,,Cannabis,
12056,,,,,,,,,,,16,,,,,,,Non,,,,22_100042,,Sommités,,,,,Cannabis,
12081,,,,,,1,,,,,15.6,,,,,,,Non,,,,1,,Sommités,,,,0,Cannabis,
12082,,,,,1,1,,,,,27.3,,25,Oui,,,58,Oui,90,96.9,Jibel Tidghine sommité fleurie,3,,Plaquette,,,1.7,1.6,Cannabis,
12089,,,,,1,1,,,,,33.4,,,,,,,Non,,,,6,,Morceaux,,,1.7,0,Cannabis,
12090,,,,,,1,,,,,10.5,,,,,,,Non,,,,7,,Sommités,,,,0,Cannabis,
12091,,,,,1,1,,,,,21.6,,,,,,,Non,,,,2,,Morceaux,,,1.2,3,Cannabis,
12092,,,,,1,1,,,,,28.5,,21,,,,47,Non,95,92.3,,4,,Plaquette,,,2.1,3,Cannabis,
12095,,,,,1,1,,,,,31,,,,,,,Non,,,,IC1,,Morceaux,,,1,0,Cannabis,
12096,,,,,,,,,,,18,,,,,,,Non,,,,IC6,,Sommités,,,,,Cannabis,
12097,,,,,1,1,,,,,21,,24,Oui,,,55,Oui,90,94.3,4x4 voiture route,C3,,Plaquette,,,2,0,Cannabis,
12108,,,,,1,1,,,,,12.4,,,,,,,Non,,,,D4,,Sommités,,,2,0,Cannabis,
12109,,,,,,1,,,,,14.1,,,,,,,Non,,,,D5,,Sommités,,,,0,Cannabis,
12110,,,,,,1,,,,,14.1,,,,,,,Non,,,,D6,,Sommités,,,,0,Cannabis,
12111,,,,,1,,,,,,0.5,,,,,,,Non,,,,1,,Sommités,,,12.4,,Cannabis,
12112,,,,,1,1,,,,,29.6,,23,Oui,,,55,Oui,,46.3,Q3 (logo partiel),VL1,,Plaquette,,,1.8,1.5,Cannabis,
12113,,,,,,1,,,,,12.4,,,,,,,Non,,,,HS,,Sommités,,,,0,Cannabis,
12114,,,,,1,1,,,,,29.9,,,,,,,Non,,,,RS,,Morceaux,,,1.5,1.7,Cannabis,
12115,,,,,1,1,,,,,32.9,,,Non,,,,Oui,,,Homer Simpson,RS,,Morceaux,,,1.6,1.1,Cannabis,
12116,,,,,1,,,,,,0.3,,,,,,,Oui,,,TRIM ROYALE,1,,Débris végétaux,,,6.8,,Cannabis,
12123,,,,,1,1,,,,,12.7,,,,,,,Non,,,,07-4-1,,Morceaux,,,8.4,1.2,Cannabis,
12124,,,,,1,1,,,,,12.7,,,,,,,Non,,,,07-4-2,,Morceaux,,,8.4,1.2,Cannabis,
12125,,,,,1,1,,,,,32.4,,,Oui,,,,Oui,,,billet de 50 euros,5b,,Morceaux,,,1.8,0,Cannabis,
12126,,,,,1,1,,,,,32,,,,,,,Non,,,,6b,,Morceaux,,,1.7,0,Cannabis,
12127,,,,,1,1,,,,,21.4,,25,Oui,,,61,Oui,,48.4,sommités,14b,,Plaquette,,,3.4,1.8,Cannabis,
12133,,,,,1,1,,,,,33.2,,,,,,,Non,,,,Morceau 1,,Morceaux,,,1.3,1.1,Cannabis,
12134,,,,,1,1,,,,,33.2,,,,,,,Non,,,,Morceau 2,,Morceaux,,,1.3,1.1,Cannabis,
12135,,,,,1,1,,,,,22.6,,,,,,,Non,,,,Morceau 3,,Morceaux,,,1.3,2.5,Cannabis,
12136,,,,,1,1,,,,,36.9,,,,,,,Non,,,,M1,,Morceaux,,,1,1.3,Cannabis,
12137,,,,,1,1,,,,,36.9,,,,,,,Non,,,,M2,,Morceaux,,,1,1.3,Cannabis,
12138,,,,,1,1,,,,,6.8,,,,,,,Non,,,,M3,,Morceaux,,,1,0.2,Cannabis,
12139,,,,,1,1,,,,,16.1,,,,,,,Non,,,,H1,,Sommités,,,0,0.3,Cannabis,
12140,,,,,1,1,,,,,16.1,,,,,,,Non,,,,H2,,Sommités,,,0,0.3,Cannabis,
12141,,,,,1,1,,,,,16.1,,,,,,,Non,,,,H3,,Sommités,,,0,0.3,Cannabis,
12142,,,,,1,1,,,,,30.5,,,,,,,Non,,,,016287,,Morceaux,,,2,1.4,Cannabis,
12143,,,,,1,1,,,,,8.1,,,,,,,Non,,,,016288,,Morceaux,,,2.3,2.8,Cannabis,
12144,,,,,1,1,,,,,6.7,,,,,,,Non,,,,016289,,Morceaux,,,1.8,4.7,Cannabis,
12145,,,,,1,1,,,,,11.3,,,,,,,Non,,,,016290,,Morceaux,,,1.4,4.4,Cannabis,
12146,,,,,1,1,,,,,21.1,,,,,,,Non,,,,016291,,Sommités,,,0,0.2,Cannabis,
12147,,,,,1,1,,,,,23.4,,,,,,,Non,,,,016292,,Sommités,,,0,0.2,Cannabis,
12148,,,,,1,1,,,,,21.6,,,,,,,Non,,,,016293,,Sommités,,,0,0.2,Cannabis,
12149,,,,,1,1,,,,,20.9,,,,,,,Non,,,,016294,,Sommités,,,0,0.1,Cannabis,
12150,,,,,1,1,,,,,19.4,,,,,,,Non,,,,016295,,Sommités,,,0,0.2,Cannabis,
12151,,,,,1,1,,,,,16.9,,,,,,,Non,,,,016296,,Sommités,,,0,0.2,Cannabis,
12165,,,,,,1,,,,,14.3,,,,,,,Non,,,,7,,Sommités,,,,0,Cannabis,
12166,,,,,,1,,,,,8.3,,,,,,,Non,,,,8,,Sommités,,,,0,Cannabis,
12167,,,,,,1,,,,,12,,,,,,,Non,,,,BD-15,,Sommités,,,,0,Cannabis,
12168,,,,,,1,,,,,11,,,,,,,Oui,,,DRAGON BALL H,BD-2-1,,Sommités,,,,0,Cannabis,
12169,,,,,,1,,,,,11,,,,,,,Oui,,,DRAGON BALL H,BD-2-2,,Sommités,,,,0,Cannabis,
12170,,,,,,1,,,,,11,,,,,,,Oui,,,DRAGON BALL H,BD-2-3,,Sommités,,,,0,Cannabis,
12171,,,,,1,1,,,,,23.2,,,Oui,,,,Oui,,,DRAGON BALL H VERT,BD-3-1,,Morceaux,,,1.6,1.4,Cannabis,
12172,,,,,1,1,,,,,34.1,,,Non,,,,Oui,,,DRAGON BALL H VIOLET,BD-3-2,,Morceaux,,,0,1.4,Cannabis,
12173,,,,,,1,,,,,12.8,,,,,,,Non,,,,2-315,,Sommités,,,,1.6,Cannabis,
12174,,,,,1,,,,,,0.7,,,,,,,Non,,,,3-315,,Sommités,,,14.9,,Cannabis,
12175,,,,,1,1,,,,,16.5,,88,Oui,,,52,Oui,99,96.1,BUGATTI,5-.316,,Plaquette,,,4.6,2.9,Cannabis,
12176,,,,,1,1,,,,,33.9,,19,Oui,,,50,Oui,100,94.9,GORILLA GLUE,6-316,,Plaquette,,,0,1.5,Cannabis,
12177,,,,,1,1,,,,,23.4,,,,,,,Non,,,,BD-9,,Morceaux,,,1.5,1.4,Cannabis,
12178,,,,,1,1,,,,,26.7,,29,Oui,,,56,Oui,97,94.6,GELATO,GA-1,,Plaquette,,,1.2,1.4,Cannabis,
12179,,,,,1,,,,,,0.2,,,,,,,Non,,,,1,,Débris végétaux,,,2.2,,Cannabis,
12180,,,,,,1,,,,,27.9,,,,,,,Non,,,,1,,Sommités,,,,0,Cannabis,
12181,,,,,1,1,,,,,0,,,,,,,Non,,,,1-CO,,Sommités,,,2.5,0,Cannabis,
12182,,,,,1,1,,,,,0,,,,,,,Non,,,,1-Si,,Sommités,,,2.4,0,Cannabis,
12183,,,,,1,1,,,,,39,,25.1,,,,50.3,Non,100.1,123,,22_100200,,Plaquette,,,1.3,0.5,Cannabis,
12184,,,,,1,1,,,,,39,,25.1,,,,50.3,Non,100.1,123,,22_100201,,Plaquette,,,1.3,0.5,Cannabis,
12186,,,,,1,1,Multicolore,,,,0.1,,,,,,,Non,,,,2,0,,,,89.8,0,Cannabis,
12208,,,,,1,1,,,,,39,,,,,,,Non,,,,D2,,Morceaux,,,0,1,Cannabis,
12209,,,,,1,1,,,,,39,,,,,,,Non,,,,V3TER,,Morceaux,,,0,1,Cannabis,
12210,,,,,,1,,,,,14,,,,,,,Non,,,,D11,,Sommités,,,,0,Cannabis,
12211,,,,,1,1,,,,,24,,,,,,,Non,,,,SAC LP E2,,Morceaux,,,2,2,Cannabis,
12212,,,,,1,1,,,,,24,,,,,,,Non,,,,BAC CONG E2,,Morceaux,,,2,2,Cannabis,
12213,,,,,1,1,,,,,24,,,,,,,Non,,,,LAVEANT E1,,Morceaux,,,2,2,Cannabis,
12214,,,,,1,1,,,,,23,,,,,,,Non,,,,BOITES E1,,Morceaux,,,1,4,Cannabis,
12215,,,,,1,1,,,,,6,,,,,,,Non,,,,V4TER,,,,,10,0,Cannabis,
12232,,,,,1,1,,,,,21.6,,22,Oui,,,49,Oui,103,98.6,GOLDEN LEMON,1,,Plaquette,,,1.8,2.6,Cannabis,
12233,,,,,1,1,,,,,26.4,,19,Oui,,,37,Oui,87,47.3,LAMBORGHINI,2,,Plaquette,,,0,2.7,Cannabis,
12234,,,,,1,1,,,,,29.6,,24,Oui,,,53,Oui,87,96.9,feuille de cannabis multicolore,3,,Plaquette,,,1.6,1.3,Cannabis,
12235,,,,,1,1,,,,,36,,27.5,Oui,,,49.6,Oui,86.6,98.75,LYMON,22_100214,,Plaquette,,,1.6,0.6,Cannabis,
12236,,,,,1,1,,,,,36,,27.5,Oui,,,49.6,Oui,86.6,98.75,LYMON,22_100216,,Plaquette,,,1.6,0.6,Cannabis,
12237,,,,,1,1,,,,,36,,27.5,Oui,,,49.6,Oui,86.6,98.75,LYMON,22_100220,,Plaquette,,,1.6,0.6,Cannabis,
12238,,,,,1,1,,,,,36,,27.5,Oui,,,49.6,Oui,86.6,98.75,LYMON,21_100223,,Plaquette,,,1.6,0.6,Cannabis,
12239,,,,,1,1,,,,,36,,23.8,Oui,,,50.5,Oui,114.6,100.05,JACK HERER CUP,22_100217,,Plaquette,,,1.2,0.5,Cannabis,
12240,,,,,1,1,,,,,36,,23.8,Oui,,,50.5,Oui,114.6,100.05,JACK HERER CUP,22_100218,,Plaquette,,,1.2,0.5,Cannabis,
12241,,,,,1,1,,,,,32,,30.3,Oui,,,47.7,Oui,88.3,98.16,SADAM,22_100215,,Plaquette,,,2,1,Cannabis,
12242,,,,,1,1,,,,,32,,30.3,Oui,,,47.7,Oui,88.3,98.16,SADAM,22_100219,,Plaquette,,,2,1,Cannabis,
12243,,,,,1,1,,,,,32,,30.3,Oui,,,47.7,Oui,88.3,98.16,SADAM,22_100221,,Plaquette,,,2,1,Cannabis,
12244,,,,,1,1,,,,,32,,30.3,Oui,,,47.7,Oui,88.3,98.16,SADAM,22_100222,,Plaquette,,,2,1,Cannabis,
12252,,,,,,,,,,,19,,,,,,,Non,,,,22_100224,,Sommités,,,,,Cannabis,
12254,,,,,,,,,,,14,,,,,,,Non,,,,22_100225,,Sommités,,,,,Cannabis,
12260,,,,,1,1,,,,,33.6,,,,,,,Non,,,,1,,Morceaux,,,1.7,1.5,Cannabis,
12261,,,,,1,1,,,,,30.2,,,,,,,Non,,,,1,,Morceaux,,,1.8,2.3,Cannabis,
12262,,,,,1,1,,,,,25.4,,,,,,,Non,,,,1,,Morceaux,,,2.4,2.1,Cannabis,
12263,,,,,1,1,,,,,7.5,,,,,,,Non,,,,1,,Morceaux,,,2.3,4.5,Cannabis,
12264,,,,,1,1,,,,,26,,,,,,,Non,,,,1,,Morceaux,,,2.5,2,Cannabis,
12265,,,,,1,1,,,,,26.7,,,,,,,Non,,,,1,,Morceaux,,,0,3.9,Cannabis,
12266,,,,,1,1,,,,,28,,,,,,,Non,,,,3-1,,Morceaux,,,1,1,Cannabis,
12267,,,,,1,1,,,,,28,,,,,,,Non,,,,3-2,,Morceaux,,,1,1,Cannabis,
12268,,,,,1,1,,,,,28,,,,,,,Non,,,,3-3,,Morceaux,,,1,1,Cannabis,
12269,,,,,1,1,,,,,30,,,,,,,Non,,,,S2,,Morceaux,,,2,1,Cannabis,
12270,,,,,,1,,,,,15,,,,,,,Non,,,,S4,,Sommités,,,,0,Cannabis,
12271,,,,,1,1,,,,,25,,,,,,,Non,,,,S2,,Morceaux,,,2,2,Cannabis,
12275,,,,,,1,,,,,9.2,,,,,,,Non,,,,E1,,Sommités,,,,2,Cannabis,
12276,,,,,,1,,,,,13.5,,,,,,,Non,,,,E2,,Sommités,,,,2.3,Cannabis,
12277,,,,,,1,,,,,19.9,,,,,,,Non,,,,E3,,Sommités,,,,2,Cannabis,
12278,,,,,,1,,,,,14.6,,,,,,,Non,,,,HP,,Débris végétaux,,,,0,Cannabis,
12279,,,,,,1,,,,,13.4,,,,,,,Non,,,,2-8698,,Sommités,,,,0,Cannabis,
12280,,,,,,1,,,,,19.6,,,,,,,Non,,,,2-8724,,Sommités,,,,0,Cannabis,
12281,,,,,,1,,,,,13.4,,,,,,,Oui,,,1G AMNESIA 10E,C3,,Sommités,,,,0,Cannabis,
12282,,,,,1,1,,,,,6.7,,,,,,,Non,,,,C6,,Sommités,,,3.6,0,Cannabis,
12283,,,,,1,1,,,,,30.2,,,Oui,,,,Oui,,,40E LE MOUSSEUX 10G,E1,,Morceaux,,,1.5,0,Cannabis,
12285,,,,,1,1,,,,,2.3,,19,,,,58,Non,96,94.2,,2,,Plaquette,,,3.1,5.4,Cannabis,
12286,,,,,1,1,,,,,25.1,,,Oui,,,,Oui,,,,ST-1,,Morceaux,,,1.4,1.9,Cannabis,
12287,,,,,1,1,,,,,29.2,,22,Oui,,,59,Oui,109,95.2,lamborghini,3-L1,,Plaquette,,,2.3,1.3,Cannabis,
12288,,,,,1,1,,,,,29.2,,22,Oui,,,59,Oui,109,95.2,lamborghini,3-L2,,Plaquette,,,2.3,1.3,Cannabis,
12289,,,,,1,1,,,,,29.2,,22,Oui,,,59,Oui,109,95.2,lamborghini,3-L3,,Plaquette,,,2.3,1.3,Cannabis,
12290,,,,,1,1,,,,,31.8,,22,Oui,,,57,Oui,109,96.5,GLORY,3-G1,,Plaquette,,,1.9,1.2,Cannabis,
12291,,,,,1,1,,,,,31.8,,22,Oui,,,57,Oui,109,96.5,GLORY,3-G2,,Plaquette,,,1.9,1.2,Cannabis,
12292,,,,,1,1,,,,,31.8,,22,Oui,,,57,Oui,109,96.5,GLORY,3-G3,,Plaquette,,,1.9,1.2,Cannabis,
12293,,,,,,1,,,,,18.3,,,,,,,Non,,,,HB,,Sommités,,,,0,Cannabis,
12294,,,,,1,1,,,,,31.9,,25,Oui,,,55,Oui,105,98.8,18 PINEAPPLE CHUNK PIN,R,,Plaquette,,,1.3,0,Cannabis,
12315,,,,,1,1,,,,,18,,,,,,,Non,,,,Herbe,,Sommités,,,0,0,Cannabis,
